human_r1	human_r2	mouse_r1	mouse_r2	cattle_r1	cattle_r2	pig_r1	pig_r2	opossum_r1	opossum_r2
ENSG00000109618:SEPSECS	3.88	4.58	12.35	9.68	5.82	4.59	0.83	1.31	6.68	6.71
ENSG00000109625:CPZ	82.26	134.3	1.42	1.18	1.81	0.92	0	0.02	2.84	2.83
ENSG00000109654:TRIM2	2.01	2.9	1.9	1.95	7.34	4.54	0.79	2.23	7.73	1.23
ENSG00000109667:SLC2A9	7.56	6.43	1.57	0.77	2.86	1.47	1.89	6.29	2.82	0.67
ENSG00000109670:FBXW7	11.4	14.31	42.97	20.41	7.34	6.15	4.68	9.39	13.59	5.9
ENSG00000109674:NEIL3	1.21	0.65	1.18	0.16	1.85	0.97	0.07	0.08	0.71	0.48
ENSG00000109680:TBC1D19	2.96	2.94	14.19	11.96	1.84	1.93	0.38	0.63	3.89	9.25
ENSG00000109684:CLNK	0.33	0.35	0.17	0.24	0	0	0.01	0	0.1	0
ENSG00000109685:NSD2	10.93	15.28	36.29	33.15	23.75	21.87	2.21	7.72	4.2	0.55
ENSG00000109686:SH3D19	15.13	25.25	17.69	12.02	46.13	49.38	3.64	7.94	7.88	4.26
ENSG00000109689:STIM2	9.31	14.35	14.43	10.79	42.78	44.81	1.79	2.39	16.01	15.15
ENSG00000109705:NKX3-2	0.04	0.05	0	0.05	0	0	0	0.03	0.25	0.08
ENSG00000109738:GLRB	0.75	2.91	1.08	1.15	0.23	0.93	0.31	0.63	0.26	0.1
ENSG00000109743:BST1	3.14	3.59	14.67	128.22	0.75	0.38	2.56	2.96	2.08	2.73
ENSG00000109756:RAPGEF2	37.39	41.48	30.84	15.58	35.47	32.7	6.5	14.44	10.44	2.6
ENSG00000109758:HGFAC	0.15	0.06	2.9	5.71	0.24	0.36	0.01	0.01	2.46	2.14
ENSG00000109762:SNX25	6.33	11.7	6.56	8.12	36.83	20.39	2.61	4.61	8.08	6.23
ENSG00000109771:LRP2BP	1.02	2.26	1.1	0.61	0.27	0.6	0.24	0.38	0.13	0.3
ENSG00000109775:UFSP2	24.76	22.46	30.97	26.01	17.7	20.23	3.43	4.72	4.69	6.98
ENSG00000109787:KLF3	18.27	28.2	38.39	21.7	22.89	17.33	3.48	6.76	29.68	21.33
ENSG00000109790:KLHL5	99.41	81.62	15.53	10.67	20.55	14.08	6.76	11.85	1.33	0.31
ENSG00000109794:FAM149A	1.53	3.52	5.43	4.66	2.47	2.39	0.41	0.83	5.93	8.44
ENSG00000109805:NCAPG	2.94	2.03	0.57	0.58	7.26	7.97	0.26	0.7	5.23	0.68
ENSG00000109819:PPARGC1A	0	0.05	0.43	0.59	3.49	2.39	0.09	0.06	1.62	0.5
ENSG00000109832:DDX25	0.04	0.25	0.08	0.1	2.8	0.82	0.09	0.16	0	0
ENSG00000109846:CRYAB	143.01	253.64	1159.79	958.1	78.01	63.11	6.51	24.33	1079.81	994.56
ENSG00000109851:DBX1	0	0	0.52	0	0	0	0	0.02	0	0
ENSG00000109854:HTATIP2	71.23	66.91	45.01	51.14	21.3	19.86	5.77	8.25	13.64	20.25
ENSG00000109881:CCDC34	4.22	4.06	4.31	5.69	15.21	13.37	0.73	1.23	8.36	4.08
ENSG00000109906:ZBTB16	2.8	7.04	3.96	5.78	6.34	5.31	0.49	2.15	2.11	0.36
ENSG00000109911:ELP4	10.93	12.04	5.83	4.57	9.48	10.37	0.61	2.06	2.11	1.56
ENSG00000109920:FNBP4	105.64	174.45	38.73	31.99	60.5	57.48	8.1	16.96	28.18	21.07
ENSG00000109927:TECTA	0.29	0.48	0.09	0.04	0.04	0.02	0.03	0.07	0.04	0.09
ENSG00000109929:SC5D	12.28	13.44	17.97	42.99	209.61	232.18	12.91	26.19	14.91	12.91
ENSG00000109943:CRTAM	0.04	0.44	0.03	0.13	0	0	0.03	0.06	0	0.04
ENSG00000109944:JHY	7.41	7.74	0.27	0.37	1.34	0.86	0.01	0	1.09	1.88
ENSG00000109956:B3GAT1	0.02	0.07	0.01	0.18	0.25	0.06	0.01	0.01	0	0.06
ENSG00000109971:HSPA8	434.12	527.59	1306.23	1241.55	909.9	1451.47	269.64	748.01	1626.21	1371.15
ENSG00000109991:P2RX3	0.05	0.24	0.96	0.37	0.39	1.65	0	0.01	0	0
ENSG00000110013:SIAE	10.47	9.68	25.71	19.83	8.63	8.04	1.11	2.41	7.11	12.14
ENSG00000110025:SNX15	5.76	7.02	16.23	24.78	21.49	16.19	1.13	1.9	8.79	31.02
ENSG00000110031:LPXN	3.33	3.31	1.06	2	1.19	0.82	0.17	0.28	1.31	7.07
ENSG00000110042:DTX4	13.67	20.89	6.76	2.96	14.91	8.56	0.3	0.61	3.94	1.65
ENSG00000110047:EHD1	68.53	58	129.34	104.36	46.88	48.37	2.18	7.02	34.78	47.05
ENSG00000110048:OSBP	46.68	46.25	52.37	37.92	33.73	24.62	5.43	11.98	0	0
ENSG00000110057:UNC93B1	4.18	11.65	13.16	10.97	32.83	34.02	1.72	2.67	5.25	7.09
ENSG00000110060:PUS3	5.63	8.1	4.77	5.46	22.06	20.39	2.17	3.51	10.38	5.14
ENSG00000110063:DCPS	7.5	10.6	9.1	10.17	3.37	4.04	1.25	2.99	9.95	33.16
ENSG00000110066:KMT5B	33.42	42.73	28.09	18.03	49.92	39.04	5.39	10.74	26.71	6.58
ENSG00000110074:FOXRED1	16.73	25.37	17.95	12.45	9.33	10.88	1.04	2.62	12.28	35.41
ENSG00000110075:PPP6R3	62.37	67.75	67	41.68	41.31	37	7.46	15.17	49.39	14.74
ENSG00000110076:NRXN2	0.45	2.34	1.98	1.36	0.5	0.16	0	0.03	0.08	0
ENSG00000110080:ST3GAL4	234.16	247.9	53.14	105.4	15.14	19.6	1.58	3.61	13.67	18.52
ENSG00000110090:CPT1A	9.88	13.14	30.06	20.21	66.64	37.29	9.92	30.49	11.65	19.39
ENSG00000110104:CCDC86	6.2	5.43	17.83	12.08	8.82	7.39	0.79	1.96	24.01	34.12
ENSG00000110107:PRPF19	24.82	28.25	69.23	59.67	49.59	44.17	5.39	11.77	22.81	63.62
ENSG00000110108:TMEM109	48.79	54.86	62.66	59.43	113.53	109.68	5.55	13.73	24.45	44.18
ENSG00000110169:HPX	0.98	0.92	1.53	25.39	0	0	0.04	0.1	0	0.28
ENSG00000110171:TRIM3	8.37	15.89	35.39	38.4	29.15	27.53	1.07	3.32	10.18	6.99
ENSG00000110218:PANX1	4.72	5.43	6.57	5.95	12.2	10.9	0.09	0.19	0.56	0.12
ENSG00000110237:ARHGEF17	22.65	35.59	28.56	18.44	12.43	11.16	2.55	9.61	4.27	0.87
ENSG00000110243:APOA5	0	0	0	4.55	0	0	0	0.02	0.41	6.4
ENSG00000110244:APOA4	0	0	16.12	2213.08	0	0.16	0.04	0	1954.26	1195.61
ENSG00000110245:APOC3	0	0.14	0.3	16.85	0.06	0	0	0	8.72	24.22
ENSG00000110274:CEP164	4.8	7.45	18.39	10.2	5.74	5.27	0.35	1.11	9.79	2.33
ENSG00000110315:RNF141	11.44	17.73	19.56	15.85	24.26	15.87	2.32	3.86	38.34	20.43
ENSG00000110318:CEP126	0.33	0.94	3	2.22	0.57	0.28	1.42	3.31	0.75	0.09
ENSG00000110321:EIF4G2	519.21	568.49	365.12	248.98	513.78	445.9	80.63	137.39	426.46	215.96
ENSG00000110324:IL10RA	3.48	11.14	4.36	2.43	4.24	1.13	0.8	1.67	3.89	2.57
ENSG00000110328:GALNT18	8.14	14.26	8.21	7.72	3.19	5.27	2.03	6.28	3.44	7.22
ENSG00000110344:UBE4A	14.64	17.23	40.95	22.63	27.33	26.35	4.84	9.9	16.24	5.49
ENSG00000110367:DDX6	38.86	43.15	80.81	52.19	40.92	40.46	15.19	27.94	26.3	10.36
ENSG00000110375:UPK2	1.47	1.24	1.37	0.8	9.43	11.52	4.94	13.35	8.71	44.28
ENSG00000110395:CBL	4.18	6.35	13.67	8.48	33.64	26.31	4.14	11.51	2.32	0.83
ENSG00000110400:NECTIN1	21.93	21.57	10.36	11.51	11.3	13.46	0.03	0.21	0.1	0.03
ENSG00000110422:HIPK3	39.17	44.25	38.01	24.19	23.35	16.73	9.62	16.38	18.38	1.47
ENSG00000110427:KIAA1549L	0.08	0.1	0.08	0.01	0.04	0	0.02	0.05	0.05	0.01
ENSG00000110429:FBXO3	23.59	29.24	21.66	17.15	53.38	57.26	6.73	10.64	31.32	22.09
ENSG00000110435:PDHX	22.12	22.23	10.42	9.27	32.44	25.92	2.74	3.69	18.22	14.05
ENSG00000110436:SLC1A2	2.44	1.79	0.41	0.68	0	0.04	0.13	0.17	2.02	0.98
ENSG00000110442:COMMD9	22.13	27.63	21.3	23.97	28.51	27.64	1.65	3.61	20.95	86
ENSG00000110446:SLC15A3	36.9	59.8	1.78	1.9	9.75	4.63	1.4	2.46	1.33	22.89
ENSG00000110448:CD5	0.15	0.07	0.17	0	1.05	0.89	0.06	0.17	0.6	0.4
ENSG00000110455:ACCS	3.26	8.34	6.27	3.74	2.88	2.46	0.44	0.86	1.99	0.81
ENSG00000110497:AMBRA1	12.92	12.42	20.79	15.15	24.82	20.76	4.85	14.39	17.06	25.12
ENSG00000110514:MADD	28.37	35.95	12.18	12.4	9.52	10.5	1.41	4.13	14.24	5.64
ENSG00000110583:NAA40	15.36	19.15	30.45	16.92	13.98	12.31	1.59	5.04	13.03	3.24
ENSG00000110619:CARS1	18.61	36.24	36.81	37.03	37	30.19	2.88	6.77	118.67	66.15
ENSG00000110628:SLC67A1	6.43	5.62	6.31	14.16	0.53	1.33	0.43	1.41	0.03	0.41
ENSG00000110675:ELMOD1	0.66	0.59	7.52	2.86	0	0	0	0.01	0.12	0.54
ENSG00000110693:SOX6	1.09	3.26	1.82	1.14	0.32	0.1	1.94	4.56	1.97	0.14
ENSG00000110696:C11orf58	174.41	182.61	78.33	59.61	60.34	45.49	4.24	7.28	526.83	198.75
ENSG00000110711:AIP	15.29	24.14	30.25	24.2	50.14	52.2	2.84	6.71	22.65	30.96
ENSG00000110713:NUP98	40.02	46.66	27.54	14.81	25.87	21.84	4.14	10.86	12.85	5.07
ENSG00000110719:TCIRG1	42.04	61.89	33.49	31.16	43.05	51.82	0.88	2.05	9.85	61.88
ENSG00000110721:CHKA	10.53	19.13	16.82	25.83	104.99	129.43	5.36	14.49	71.21	246.54
ENSG00000110768:GTF2H1	31.51	39.14	42.92	38.16	56.53	51.44	6.79	10.45	8.91	8.52
ENSG00000110777:POU2AF1	0.95	0.84	0.29	0.37	6.18	3.63	0.01	0.01	0	0
ENSG00000110786:PTPN5	0	0.03	0.46	0.38	28.07	12.37	0	0.05	2.49	1.27
ENSG00000110801:PSMD9	15.05	20	24.64	22.03	64.12	56.79	4.94	10.94	96.47	40.32
ENSG00000110811:P3H3	2.24	5.14	6.75	5.14	11	10.25	0.54	1.76	8.01	9.7
ENSG00000110841:PPFIBP1	20.5	40.03	126.77	63.84	25.43	21.03	8.04	14.82	12.5	3.13
ENSG00000110848:CD69	1.91	1.24	0.24	0	0.28	0.32	0.25	0.43	0.06	0
ENSG00000110851:PRDM4	13.19	15.16	19.67	17.94	12.78	11.08	0.82	1.7	3.88	9.66
ENSG00000110871:COQ5	19.52	18.43	24.84	22.25	11.6	13.77	1.62	3.59	48.97	25.78
ENSG00000110887:DAO	0.09	0	0.6	1.46	10.08	6.28	0.01	0	0.1	2.47
ENSG00000110888:CAPRIN2	7.69	14.59	9.16	3.94	5.18	3.63	0.13	0.32	6.82	0.72
ENSG00000110900:TSPAN11	1.16	0.71	0.07	0.06	19.46	18.48	0.93	2.64	0.49	0.15
ENSG00000110906:KCTD10	17.72	30.33	244.48	175.3	49.94	34.96	8.68	15.42	17.05	7.76
ENSG00000110921:MVK	6.95	8.35	10.33	10.03	28.68	25	1.2	3.55	4.39	4.12
ENSG00000110931:CAMKK2	11.38	16.79	11.6	12.33	14.62	9.46	0.72	1.73	3.12	2.64
ENSG00000110955:ATP5F1B	207.52	209.17	471.36	507.88	324.82	307.74	79.26	129.36	405.48	590.82
ENSG00000110958:PTGES3	142.89	148.91	116.56	87.82	227.54	223.4	21.5	40.05	372.43	76.14
ENSG00000110987:BCL7A	1.45	1.71	2.1	0.96	3.45	3.41	0.46	1.52	32.88	40.99
ENSG00000111011:RSRC2	71.91	95.01	63.31	56.48	73.12	75.19	14.4	28.68	332.65	70.64
ENSG00000111012:CYP27B1	0.1	0.49	0.08	0.13	0.33	0.71	0.19	0.43	0.66	5.72
ENSG00000111046:MYF6	0	0.05	0	0	0	0.13	0.02	0	0	0
ENSG00000111049:MYF5	0	0	0	0	0	0	0.03	0	0	0
ENSG00000111052:LIN7A	3.58	5.3	0.02	0	0.19	0.15	0.07	0.45	0.24	0
ENSG00000111057:KRT18	451.3	609.1	1093.68	1000.21	473.36	356.4	76.71	177.66	2754.33	1655.92
ENSG00000111058:ACSS3	0.33	0.95	0.31	0.59	5.99	3.5	3.07	7.68	2.72	1.27
ENSG00000111110:PPM1H	10.26	5.83	14.48	9.62	28.86	16.7	3.36	9.25	52.95	9.53
ENSG00000111142:METAP2	39.31	40.99	89.72	82.29	187.83	204.19	6.99	9	52.37	63.24
ENSG00000111144:LTA4H	10.7	20.23	58.15	57.48	29.12	28.3	2.87	6.15	18.34	47.29
ENSG00000111145:ELK3	15.54	18.5	31.61	22.73	22.6	23.92	1.77	3.91	7.27	3.18
ENSG00000111181:SLC6A12	0.99	5.59	150.44	112.31	0.99	0.58	0	0	0.18	0.17
ENSG00000111186:WNT5B	0.18	1.48	1.98	2.24	10.71	4.55	0.59	1.4	2.9	0.89
ENSG00000111199:TRPV4	5.45	6.26	1.53	1.29	3.27	4.08	0.41	1.36	3.18	6.77
ENSG00000111218:PRMT8	0.04	0.07	0.02	0	0	0	0	0	0	0
ENSG00000111224:PARP11	3.12	3.87	11.81	6.86	3.52	2.76	0.43	1.34	4.51	2.09
ENSG00000111229:ARPC3	182.88	207.97	246.52	265.85	666.06	626.92	46.3	56.25	86.67	61.66
ENSG00000111231:GPN3	13.15	11.38	13.64	7.93	15.15	14.42	2.39	3.88	25.38	8.29
ENSG00000111237:VPS29	76.12	94.21	67.5	66.04	81.4	73.36	9.86	15.39	127.55	125.2
ENSG00000111241:FGF6	0	0	0	0	0	0	0	0	0	0
ENSG00000111245:MYL2	0	0	0.06	0	0.14	0	0.01	0.05	0	0
ENSG00000111247:RAD51AP1	2.75	2.79	0.95	2.13	5.6	4.23	0.17	0.27	4.97	4.05
ENSG00000111249:CUX2	0.03	0.06	1.45	1.92	0.01	0.06	0.15	0.37	3.5	1.02
ENSG00000111252:SH2B3	10.29	16.75	14.06	13.98	40.35	36.59	2.08	4.53	4.11	2.12
ENSG00000111254:AKAP3	0.58	1.69	0.05	0.14	0.16	0.05	0.04	0.08	0.46	1.13
ENSG00000111261:MANSC1	12.45	13.95	6.59	4.16	29.04	27.97	2.5	5.06	3.52	2.43
ENSG00000111266:DUSP16	35.5	32.35	57.01	33.08	32.67	26.18	5.11	12.14	5.22	1.48
ENSG00000111276:CDKN1B	29.44	35.41	44.36	40.16	65.71	66.55	12.24	25.01	12.07	14.93
ENSG00000111291:GPRC5D	1.32	1.66	0.23	0.19	0.21	0.14	0.06	0.36	0.94	0.52
ENSG00000111300:NAA25	11.87	15.36	12.14	8.32	14.49	13.98	3.39	5.17	4.65	2.04
ENSG00000111321:LTBR	67.1	72.32	68.23	60.54	94.14	67.13	4.21	11.8	45.85	115.52
ENSG00000111325:OGFOD2	8.95	10.16	29.62	23.99	8.76	10.36	1.73	2.41	3.36	16.42
ENSG00000111335:OAS2	14.5	14.31	3.34	1.98	0.8	0.32	0.64	2.79	2.53	3.38
ENSG00000111344:RASAL1	0.87	0.35	10.7	10.47	4.73	6.33	0.08	0.05	0.14	0.26
ENSG00000111348:ARHGDIB	46.46	114.85	40.14	32.62	274.38	291.22	11.74	20.41	30.53	80.72
ENSG00000111358:GTF2H3	10.58	9.08	23.12	18.72	10.34	8.42	4.66	6.74	2.83	1.31
ENSG00000111364:DDX55	9.68	16.33	9.03	7.52	31.79	28.38	1.71	3.14	7.53	4.47
ENSG00000111371:SLC38A1	121.58	113.62	188.9	95.14	15.68	11.59	0.74	0.47	0	0
ENSG00000111405:ENDOU	159.41	164.68	19.27	6.38	28.52	6.23	0.15	0.33	1.24	1.41
ENSG00000111412:SPRING1	5.33	5.3	12.27	6.48	18.3	14.96	1.56	4.13	3.54	0.9
ENSG00000111424:VDR	4.64	3.48	1.11	171.71	9.81	7.23	0.66	2.44	0.17	0
ENSG00000111432:FZD10	4.18	4.97	0.1	0	8.31	8.88	0.43	0.62	42	44.44
ENSG00000111445:RFC5	7.98	9.61	7.64	6.65	29.33	29.23	0.47	1.32	4.21	10.28
ENSG00000111450:STX2	4.06	9.64	24.66	16.97	23	19.63	1	2.25	6.25	0.71
ENSG00000111490:TBC1D30	1.77	2.56	7.18	4.18	4.3	2.7	1.46	2.25	0.6	0.19
ENSG00000111530:CAND1	41.49	36.38	67.5	34.23	43.88	43.31	9.72	15.48	36.69	18.81
ENSG00000111596:CNOT2	55.47	58.05	44.91	31.29	38.28	27.54	5.8	8.67	41.75	16.3
ENSG00000111602:TIMELESS	9.67	10.34	8.76	6.19	10.53	10.98	1.25	2.15	3.37	2.86
ENSG00000111605:CPSF6	29.95	44.69	30.91	19.35	34.5	29.23	8.1	13.97	57.32	27.51
ENSG00000111615:KRR1	29.1	35.29	15.11	14.07	18.39	17.34	6.03	7.28	29.28	27.38
ENSG00000111639:MRPL51	37.36	43.23	55.96	54.11	22.84	19.12	6.51	10.09	145.86	169.25
ENSG00000111641:NOP2	8.19	15.81	20.71	18.05	21.57	21.15	2.27	4.82	15.26	30.48
ENSG00000111642:CHD4	58.6	79.2	71.68	49.95	51.57	45.32	10.13	21.8	132.35	61.56
ENSG00000111644:ACRBP	2.89	6.76	8.86	7.44	1.26	0.24	0.19	0.56	0.26	1.8
ENSG00000111647:BLTP3B	17.91	19.02	29.86	26.72	6.12	4.5	2.08	3.97	6.56	2.54
ENSG00000111652:COPS7A	32.85	35.88	54.54	55.71	26.33	23.32	3.51	7.68	28.92	21.24
ENSG00000111653:ING4	30.67	40.1	106.02	86.89	49.64	56.59	3.85	9.04	49.22	73.77
ENSG00000111664:GNB3	0.76	0.83	0.03	0	0.77	0.81	0.01	0.07	1.03	1.75
ENSG00000111665:CDCA3	3.86	3.04	2.93	3.59	25.28	22.18	0.13	0.36	3.55	3.24
ENSG00000111667:USP5	30.31	37.96	68.95	49.17	36.3	37.58	3.77	8.76	54.2	47.43
ENSG00000111670:GNPTAB	9.62	12	8.15	5.32	8.85	4.54	2.39	5.58	15.41	5.9
ENSG00000111676:ATN1	53.59	84.18	38.65	26.12	51.26	41.21	1.08	5.26	46.71	64.08
ENSG00000111678:C12orf57	39.87	50.11	78.83	72.58	74.7	65.85	4.51	8.57	4.06	1.74
ENSG00000111679:PTPN6	16.04	31.88	16.53	16.49	40.37	41.72	1.58	2.83	31.16	30.43
ENSG00000111684:LPCAT3	76.9	66.63	54.02	77.33	64.72	57.77	2.57	4.26	21.81	24.13
ENSG00000111696:NT5DC3	6.49	9.27	14.84	7.9	29.3	31.36	1.54	3.53	5.51	6.99
ENSG00000111701:APOBEC1	0.06	0	7.56	6.83	0.04	0	0.01	0.01	0	0.1
ENSG00000111707:SUDS3	20.32	26.87	71.6	55.84	37.25	36.87	5.24	8.72	93.51	22.32
ENSG00000111711:GOLT1B	41.02	34.52	43.45	34.07	34.98	33.62	5.91	8.49	11.55	11.69
ENSG00000111713:GYS2	0	0	0	0	0.28	0.1	0	0	0.03	0.05
ENSG00000111726:CMAS	42.08	51.78	44.81	51.51	36.38	27.42	7.32	11.48	33.09	30.7
ENSG00000111727:HCFC2	12.9	14.52	17.09	10.43	7.17	6.21	1.82	2.96	3.54	1.87
ENSG00000111728:ST8SIA1	1.1	0.85	0.06	0.07	0.04	0.08	0.69	1.1	1.54	1.75
ENSG00000111731:C2CD5	10.72	15.89	9.45	10.64	11.3	10.13	3.12	4.94	3.41	2.02
ENSG00000111732:AICDA	4.74	4.72	0.27	0.1	0	0	0	0	0	0.06
ENSG00000111737:RAB35	26.99	43.74	54.35	48.93	50.06	42.14	5.11	10.25	159.58	31.65
ENSG00000111752:PHC1	28.86	37.87	18.84	10.52	15.43	9.37	0.65	2.05	3.36	7.97
ENSG00000111775:COX6A1	190.07	189	462.37	477.86	230.51	221.44	22.47	35.53	89.79	378.42
ENSG00000111783:RFX4	0.04	0	0	0.12	5.93	7.16	0	0.02	0.04	0
ENSG00000111785:RIC8B	4.93	5.95	12.26	9.01	16.17	15.01	1.57	3.08	28.83	24
ENSG00000111799:COL12A1	0.24	0.74	37.52	47.42	131.54	72.36	9.64	27.52	6.92	2.6
ENSG00000111802:TDP2	37.67	31.48	36.27	23.82	13.52	15.02	2.48	4.24	43.67	23.27
ENSG00000111816:FRK	1.42	1.34	7.74	4.25	4.03	1.95	0	0.01	2.4	3.07
ENSG00000111817:DSE	20.41	24.87	9.73	8.65	12.84	7.85	0.95	2.32	10.77	9.47
ENSG00000111834:RSPH4A	0.21	0.36	0.14	0.23	0	0	0	0.04	0.2	0
ENSG00000111837:MAK	0.25	0.51	1.69	0.63	0.39	0.19	0.06	0.16	9.29	3.69
ENSG00000111845:PAK1IP1	5.07	5.97	64.41	82.68	29.9	23.55	3.76	6.11	18.51	13.86
ENSG00000111850:SMIM8	6.38	5.09	11.9	14.62	13.46	11.05	0.55	0.61	6.41	15.16
ENSG00000111859:NEDD9	31.06	57.72	26.67	24.39	47.85	22.12	1.91	3.2	25.86	12.93
ENSG00000111860:CEP85L	4.99	4.72	10.92	4.3	13.09	10.4	2.18	4.59	18.62	0.08
ENSG00000111863:ADTRP	0.11	0.38	38.99	35.5	0.46	0.24	0.05	0	0	0
ENSG00000111875:ASF1A	8.09	8.57	52.62	27.32	31.38	27.82	1.86	2.84	73.79	42.19
ENSG00000111877:MCM9	13.88	15.21	6.41	4.25	6	4.96	1.21	2.5	1.71	0.28
ENSG00000111879:FAM184A	26.86	24.76	3.83	3.5	2.87	0.79	0.03	0.1	2.28	0.49
ENSG00000111880:RNGTT	7.33	5.75	9.33	7.84	8.69	7.33	2.31	3.72	4.03	0.77
ENSG00000111885:MAN1A1	11.38	35.12	84.7	47.37	17.51	10.59	1.16	2.85	25.62	18.32
ENSG00000111886:GABRR2	3.53	5.21	1.26	1.03	1.6	1.79	0	0	0	0.1
ENSG00000111906:HDDC2	23.04	27.09	7.09	11.45	29.63	22.25	0.37	1.02	6.47	17.09
ENSG00000111907:TPD52L1	13.33	11.2	2.16	0.95	13.54	16.12	0.32	0.73	4.07	0.05
ENSG00000111912:NCOA7	6.17	8.84	8.87	8.53	15.01	10.17	1.66	3.47	13.16	1.61
ENSG00000111913:RIPOR2	31.74	26.1	11.98	11.32	2.5	0.61	0.94	0.49	5.27	1.09
ENSG00000111961:SASH1	12.72	17.86	37.39	21.28	11.16	5.87	1.78	5.11	7.35	19.43
ENSG00000111962:UST	2.61	2.8	3.24	2.66	9.82	7.79	2.01	3.29	1.11	0.43
ENSG00000112029:FBXO5	5.95	6.27	2.95	1.31	3.31	2.88	0.22	0.26	0.54	0.51
ENSG00000112031:MTRF1L	6.98	7.88	6.7	12.45	31.03	29.32	1.28	3.66	5.26	6.7
ENSG00000112033:PPARD	49.68	60.93	19.09	12.66	82.14	81.23	2.61	6.6	50.89	28.07
ENSG00000112038:OPRM1	0.03	0.07	0.12	0	0	0	0	0	0	0.12
ENSG00000112039:FANCE	12.48	11.64	22.7	13.32	6.05	6.65	2.05	5.38	1.95	4.33
ENSG00000112041:TULP1	1.57	0.98	17.79	15.06	0.43	0.68	0.21	0.77	0.11	0
ENSG00000112053:SLC26A8	0.32	0.59	3.84	2.91	0	0	0.02	0.05	0.09	0.07
ENSG00000112062:MAPK14	23.69	31.41	84.91	74.06	31.52	28.12	8.59	16.58	19.28	10.99
ENSG00000112077:RHAG	0.6	1.28	0.1	0	0	0	0.06	0.04	2.81	1.13
ENSG00000112078:KCTD20	21.63	21.51	94.34	66.25	23.8	20.23	5.21	10.32	20.06	7.07
ENSG00000112079:STK38	20.54	27.7	100.05	81.19	21.56	19.66	4.93	10.4	93.22	13.32
ENSG00000112110:MRPL18	25.72	26.41	30.99	28.13	56.4	59.07	4.01	8.67	27.04	52.31
ENSG00000112115:IL17A	0	0	0	0	0	0	0	0	0.16	58.47
ENSG00000112116:IL17F	0	0	0.33	0.22	0	0	0	0	0	0
ENSG00000112118:MCM3	25.88	28.87	5.68	5.52	24.37	20.95	0.38	0.96	6.03	9.95
ENSG00000112130:RNF8	6.44	6.64	26.92	22.37	38.06	34.95	3.33	6.12	32.76	11.1
ENSG00000112137:PHACTR1	1.73	1.78	58.48	30.21	10.15	3.92	0.8	2.08	29.14	1.24
ENSG00000112139:MDGA1	0.35	0.97	0.36	0.59	0.17	0.12	0.09	0.46	0.65	0.62
ENSG00000112144:CILK1	45.41	69.49	12.12	12.26	5.87	4.79	0.56	1.76	2.73	1.32
ENSG00000112146:FBXO9	87.76	110.43	34.19	34.41	42.84	48.79	2.47	5.1	37.14	35.8
ENSG00000112149:CD83	0.72	2.26	26.19	15.08	0.94	1.32	2.85	7.65	0.08	0.2
ENSG00000112159:MDN1	2.14	4.36	6.59	6.77	5.91	5.88	1.32	2.66	4.4	2.71
ENSG00000112164:GLP1R	0.01	0.02	0.05	0.62	0.22	0.15	0.33	0.75	0.13	0.15
ENSG00000112167:SAYSD1	5.91	8.87	6.81	5.7	8.25	6.76	0.99	3.53	2.58	1.16
ENSG00000112175:BMP5	13.67	40.39	0	0.1	0.23	0.27	0.53	0.9	0	0.04
ENSG00000112182:BACH2	0.51	1.07	10.78	3.56	0.23	0.26	0.39	1.02	0.6	0.32
ENSG00000112183:RBM24	1.15	0.41	0.09	0	0	0	0.19	0.53	0	0.16
ENSG00000112186:CAP2	33.61	25.22	1.06	1.09	0.98	0.24	0.43	1.71	3.31	0.99
ENSG00000112195:TREML2	61.43	84.67	0.43	0.68	0.61	0.97	0.01	0.01	0.1	0
ENSG00000112200:ZNF451	29.84	30.94	29.36	13.16	7.67	6.33	1.22	2.47	1.67	0.95
ENSG00000112210:RAB23	7.02	14.92	16.02	11.02	15.87	12.01	1.27	3.06	19.5	1.74
ENSG00000112214:FHL5	0.07	0	0.37	0	0.17	0	4.73	6.4	0.25	0.05
ENSG00000112218:GPR63	0.43	0.37	0.68	0.44	2.05	1.32	0.08	0.11	0.06	0.12
ENSG00000112232:KHDRBS2	0.25	0.17	0.03	0	0	0	0	0	0.37	0.03
ENSG00000112234:FBXL4	5.64	6.38	12.08	10.28	5.61	6.57	1.13	2.53	3.29	2.55
ENSG00000112237:CCNC	36.76	45.51	13.43	7.46	23.91	24.24	8.23	10.99	13.73	4.29
ENSG00000112238:PRDM13	0	0	0	0	0	0	0	0	0	0
ENSG00000112242:E2F3	2.48	3.51	7.2	4.61	4.02	2.37	0.7	1.14	2.18	1.14
ENSG00000112246:SIM1	0.02	0.01	0	0	0.08	0.04	0	0	0	0.02
ENSG00000112249:ASCC3	13.76	14.61	18.5	13.76	5.96	5.18	4.74	7.86	7.07	0.97
ENSG00000112276:POPDC1	1.36	1.97	1.81	1.43	0.46	0.42	0.15	0.4	0.19	0.18
ENSG00000112280:COL9A1	0.03	0.27	0	0	0	0	0.05	0.54	4.11	0.51
ENSG00000112282:MED23	18.19	21.09	19.83	11.4	10.64	10.85	3.93	6.92	12.5	11.47
ENSG00000112293:GPLD1	0.48	0.45	1.5	0.51	19.52	8.3	2.81	3.25	1.82	1.52
ENSG00000112294:ALDH5A1	2.72	3.89	1.94	1.54	22.56	15.27	0.41	1.03	5.55	14.31
